supplier_code,supplier_name,supplier_product_code,ing.prod_code,ean,product_description,pack_size
1668,SPAR WESTERN CAPE,2770027,2491,6001008761164,SB 5% BREAD PREMIX (S),25KG
1668,SPAR WESTERN CAPE,2770029,2492,6001008761171,SB 6% CRISPY ROLL PRE S,25KG
1668,SPAR WESTERN CAPE,2770031,2493,6001008761188,SB SOFT ROLL PREMIX S,25KG
1668,SPAR WESTERN CAPE,2770033,2494,6001008761195,SB 15% SOFT PREMIX S,25KG
1668,SPAR WESTERN CAPE,2770165,2495,6001008761218,SB S AND S PREMIX S,25KG
1668,SPAR WESTERN CAPE,2818478,2506,6001008774690,SB WHITE BREAD FULL MIX,12.5K
1668,SPAR WESTERN CAPE,2818496,2507,6001008774713,SB BREAD BROWN FULL MIX,12.5K
1668,SPAR WESTERN CAPE,2845119,2515,6001008778032,SB PREMIX CRUST CRISPY,12.5K
1668,SPAR WESTERN CAPE,2845121,2516,6001008778049,SB PREMIX SOFT SILKY WHT,12.5K
1668,SPAR WESTERN CAPE,2845129,2517,6001008778056,SBK PREMIX SWEET N LIGHT,12.5K
1668,SPAR WESTERN CAPE,2845383,2518,6001008778100,SBK PAN RELEASE OIL,25KG
1668,SPAR WESTERN CAPE,2849393,2520,6001008778667,SMARTBAKER MIX,12.5K
1668,SPAR WESTERN CAPE,3060725,2554,6001008824326,SBK HOT CROSS BUN MIX,12.5K
1668,SPAR WESTERN CAPE,3114507,2564,6001008833205,SBK SPREAD CARAMEL,1KG
1668,SPAR WESTERN CAPE,3114513,2565,6001008833212,SBK COCOA POWDER,5KG
1668,SPAR WESTERN CAPE,3116691,2566,6001008834189,SMARTBAKER BAKING POWDER,5KG
1668,SPAR WESTERN CAPE,3120858,2567,6001008834684,SBK PREMIX QUEENIE,12.5K
1668,SPAR WESTERN CAPE,3120869,2568,6001008834691,SBK MIX COASTAL SCONE,12.5K
1668,SPAR WESTERN CAPE,3120917,2569,6001008834714,SBK MIX MADEIRA BUTTER,12.5K
1668,SPAR WESTERN CAPE,3120919,2570,6001008834721,SBK MIX SPONGE COAST CHOC,25KG
1668,SPAR WESTERN CAPE,3124248,2571,6001008835636,SBK CAKE FLOUR,12.5K
1668,SPAR WESTERN CAPE,3405737,2572,6001008834707,SBK MIX COASTAL SPONGE VAN 25K,25KG
1668,SPAR WESTERN CAPE,2016902,4270,6001571010201,SASKO FLOUR CAKE,12.5K
1668,SPAR WESTERN CAPE,2021091,4273,6001571040208,SASKO FLOUR BROWN BREAD,12.5K
1668,SPAR WESTERN CAPE,2782476,4277,6001571110000,RICHBAKE MIX WHITE,12.5K
1668,SPAR WESTERN CAPE,2782478,4278,6001571110024,RICHBAKE MIX SUPER BROWN,12.5K
1668,SPAR WESTERN CAPE,2839106,4279,6001571122157,SASKO MIX COMP SOFTROLL,12.5K
120,WESTERN CAPE MILLING,BBF12.5,15731,6009667010111,WC MILLING FLOUR BROWN BREAD,12.5K
120,WESTERN CAPE MILLING,CF12.5,15732,6009667010005,WC MILLING CAKE FLOUR,12.5K
120,WESTERN CAPE MILLING,CWF12.5,15733,,WC MILLING WHEAT CRUSHED,12.5K
120,WESTERN CAPE MILLING,WBF12.5,15734,6009667010104,WC MILLING FLOUR WHITE BREAD,12.5K
120,WESTERN CAPE MILLING,WBMIX,15736,6009667010210,W/CAPE MILL  MIX WHT BRD,9.5KG
120,WESTERN CAPE MILLING,BBMIX,15737,6009667010234,W/CAPE MILL MIX BRWN BRD,9.5KG
1668,SPAR WESTERN CAPE,2953337,22068,6001008800887,SBK BAGUETTE S/DOUGH FULL,250GR
1668,SPAR WESTERN CAPE,2953346,22069,6001008800894,SBK BAGUETTE S/DOUGH HALF,170GR
1668,SPAR WESTERN CAPE,2953351,22070,6001008800825,SBK BAGUETTE S/DOUGH WHT,155GR
1668,SPAR WESTERN CAPE,2953923,22071,6001008801242,SBK FTO SDOUG M/GRAIN BGT,270GR
1668,SPAR WESTERN CAPE,3012024,22072,6001008798542,SBK FTO PANINI WHITE SQU,130GR
1668,SPAR WESTERN CAPE,3012028,22073,6001008798559,SBK FTO PANINI WHITE LONG,120GR
1668,SPAR WESTERN CAPE,3012030,22074,6001008798535,SBK FTO PANINI OLIVE LONG,120GR
1668,SPAR WESTERN CAPE,3405794,22700,6001008834257,SBK CHURROS FRZ 230GR,230G
1668,SPAR WESTERN CAPE,3411239,22710,6001008778162,SBK DOUGH MIX M/MOMENTS 5KG,5KG
1668,SPAR WESTERN CAPE,2829871,23018,,DAIRY INNOV BINGO MINI,1KG
1668,SPAR WESTERN CAPE,3027406,23200,6001008815775,SBK BAGEL TRADITION FTO,110GR
1668,SPAR WESTERN CAPE,3027414,23201,6001008815782,SBK SOURDOUGH  FTO,400GR
1668,SPAR WESTERN CAPE,3027430,23202,6001008815799,SBK SOURDOUGH RYE FTO,500GR
1668,SPAR WESTERN CAPE,3027446,23203,6001008815805,SBK SOURDOUGH 5 GRAIN,500GR
1668,SPAR WESTERN CAPE,3031026,23204,6001008818905,SBK FTO APPLE STRUDEL,1'S
377,GOLDEN YOLK / SUCCESS VENTURES,LL-BA,26370,,GOLDEN YOLK LOOSE BAKERY EGGS,30'S
1668,SPAR WESTERN CAPE,3431881,26520,6009888494844,P/SKY S/DOUGH ART A/GRAIN 16'S,16EA
1668,SPAR WESTERN CAPE,3037509,26521,6001008820342,SBK FTO PASTEIS DE NATA,65GR
128,ACE PACKAGING (CAPE)(DESERTMOO,LP032-BA,26535,,BROWN KRAFT FRENCH,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,LP022-BA,26536,,BROWN KRAFT SINGLE,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,PCS0093C-BA,26537,,T739 CLAM CUP SQUARE,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,AS096-BA,26545,,CLAMSHELL RECT 500ML,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,OT002-BA,26549,,APRONS ON CARD WHITE,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,B180BLDBA,26552,,COMBO DBAB 3 LAYER BABBY CAKE,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,UG005-BA,26561,,SILICON LARGE BAKING PAPER,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,FP004A-BA,26562,,GREASEPROOF 1,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,FP006A-BA,26563,,GREASEPROOF 4,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,MAIN50U-BA,26564,,MAIN 50 WHITE,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,MAIN71MW-BA,26565,,MAIN 71M WHITE,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,SS024A-BA,26566,,MUFFIN CUP X LARGE WHITE,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,TEA001-BA,26567,,TEASPOONS WRAPPED BLACK,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,TH144-BA,26576,,TRIFLE BOWL&LID,EA
128,ACE PACKAGING (CAPE)(DESERTMOO,BBKW-BA,26582,,GOLDPACK BREAD CLIPS WHITE,EA
1154,Bakery In House,1001,26710,6009525306943,WHITE BREAD,EACH
1154,Bakery In House,1002,26711,6009525306936,BROWN BREAD,EACH
1154,Bakery In House,1003,26712,211003,PANINI ROLLS,EACH
1154,Bakery In House,1004,26713,2001940000004,SOFT  ROUND ROLL,EACH
120,WESTERN CAPE MILLING,CURRY,26722,,WC MILLING CURRY MIX,12.5K
120,WESTERN CAPE MILLING,HEALT,26723,,WC MILLING HEALTHY BREAD MIX,12.5K
120,WESTERN CAPE MILLING,OUMA,26724,,WC MILLING OUMA BREAD PREMIX,12.5K
120,WESTERN CAPE MILLING,CIABATTA,26725,,WC MILLING CIABATTA MIX,12.5K
120,WESTERN CAPE MILLING,MUNI,26726,,WC MILLING MUNICH MIX,12.5K
120,WESTERN CAPE MILLING,SWEET,26727,,WC MILLING SWEET POTATO MIX,12.5K
120,WESTERN CAPE MILLING,LIN,26728,,WC MILLING LIN SEED,5K
120,WESTERN CAPE MILLING,POPP,26729,,WC MILLING POPPY SEED,5K
120,WESTERN CAPE MILLING,PUMPK,26730,,WC MILLING PUMPKIN SEED,5K
120,WESTERN CAPE MILLING,SESA,26731,,WC MILLING SESAME SEED,5K
120,WESTERN CAPE MILLING,SUNFLOWER,26732,,WC MILLING SUNFLOWER SEED,5K
1154,Bakery In House,1005,26734,2001930000007,SOFT HOTDOG  ROLLS,EACH
1154,Bakery In House,1006,26735,211006,SOFT SESAME SEED ROLL,EACH
1154,Bakery In House,1007,26736,211007,SOFT BROWN ROLLS,EACH
1154,Bakery In House,1008,26737,211008,WHOLEWHEAT  ROLLS,EACH
1154,Bakery In House,1009,26738,2001830000008,PORTUGUESE ROLL,EACH
1154,Bakery In House,1010,26739,211010,PORTUGUESE  BREAD,EACH
1154,Bakery In House,1089,26741,211089,MALVA & CUSTARD,EACH
1154,Bakery In House,1011,26742,2001310000009,CONEY ROLL,EACH
1154,Bakery In House,1012,26743,211012,COCTAIL ROLLS,EACH
1154,Bakery In House,1013,26745,211013,SUNNY SEED ROLLS,EACH
1154,Bakery In House,1494,26746,211494,SAVOURY TWIST,EACH
1154,Bakery In House,1087,26747,211087,COCONUT MACAROON,EACH
1154,Bakery In House,1059,26749,211058,P/ COPENHAGEN,EACH
1154,Bakery In House,,26751,211021,ZUKI'S SCONE,EACH
1154,Bakery In House,,26753,211023,ROCK BUNS,EACH
1154,Bakery In House,1466,26755,211466,MILK BREAD,EACH
1154,Bakery In House,1017,26756,211017,OUMA BREAD,EACH
1154,Bakery In House,1152,26762,211152,DESSERT SNOWBALL,EACH
1154,Bakery In House,1593,26764,211593,DESSERT CROISSANT,EACH
1154,Bakery In House,1192,26766,211192,DESSERT SCONES,EACH
1154,Bakery In House,1046,26769,211046,CHEESE CAKE SLICE,EACH
1154,Bakery In House,1580,26772,211580,CHEESE CROISSANTS,EACH
1154,Bakery In House,1677,26775,211677,MOIST  CHOC CUPS,EACH
1154,Bakery In House,1040,26778,211040,BEETROOT & THYME BREAD,EACH
1154,Bakery In House,1090,26781,211090,KIT KAT TART,EACH
1154,Bakery In House,1041,26787,211041,SWEET POTATO BREAD,EACH
1154,Bakery In House,1042,26790,211042,FRENCH LOAF HALF,EACH
1154,Bakery In House,1057,26792,211057,CUSTARD COPENHAGEN.,EACH
1154,Bakery In House,1088,26793,211088,CRUNCHIE,EACH
1154,Bakery In House,1068,26794,211068,PEANUT CHOC CLUSTER,EACH
1154,Bakery In House,1367,26795,211367,CHOC BALLS,EACH
1154,Bakery In House,1368,26796,211368,CHOC DESSERT SLICE,EACH
1154,Bakery In House,1589,26797,211589,KRONUTS,EACH
1154,Bakery In House,1064,26798,211064,JUMBO CROISSANTS,EACH
1154,Bakery In House,1039,26799,211039,APPLE SLICE,EACH
1154,Bakery In House,1026,26800,211026,DESSERT DOUGHNUTS,EACH
1154,Bakery In House,1029,26801,211029,RING DOUGHUT,EACH
1154,Bakery In House,,26802,211121,JAM DOUGHNUT,EACH
1154,Bakery In House,,26803,211031,CHOCOLATE ECLAIRS,EACH
1154,Bakery In House,,26806,211687,AMERICAN BROWNIES,EACH
1154,Bakery In House,1333,26808,211333,SMALL MUFFIN,EACH
1154,Bakery In House,1319,26811,211319,NO BAKE SLICE,EACH
1154,Bakery In House,1047,26812,211047,CUSTARD SLICE,EACH
1154,Bakery In House,1393,26815,211393,MALVA PUDDING,EACH
1154,Bakery In House,1676,26817,2001640000007,MILK TART CUP,EACH
1154,Bakery In House,,26818,211103,MINI COCONUT DOUGHNUT,EACH
1154,Bakery In House,1645,26820,211645,MINI DESSERT SWISSROLL,EACH
1154,Bakery In House,1561,26822,211561,RED VELVET CAKE SLICE,EACH
1154,Bakery In House,,26824,211443,CINNA BUN & SAUCE,EACH
1154,Bakery In House,1123,26825,211123,ASSORTED DENISH,EACH
16,CHIPKINS PURATOS (BIDVEST SOL),211212,26836,,SPARKLES BLUE,5G
16,CHIPKINS PURATOS (BIDVEST SOL),48711,26837,,SPARKLES PINK,5G
16,CHIPKINS PURATOS (BIDVEST SOL),48713,26838,,SPARKLES RED,5G
16,CHIPKINS PURATOS (BIDVEST SOL),211214,26839,,SPARKLES SILVER,5G
16,CHIPKINS PURATOS (BIDVEST SOL),211219,26840,,SPARKLES WHITE,5G
16,CHIPKINS PURATOS (BIDVEST SOL),90305,26841,,POPPY SEED,P/KG
1154,Bakery In House,,26908,211014,MILK TART,EACH
1154,Bakery In House,,26910,211015,TEA BUNS,EACH
1154,Bakery In House,1016,26913,211016,JUMBO CUP CAKE,EACH
1154,Bakery In House,1018,26918,211018,SNOWBALL,EACH
1154,Bakery In House,1019,26922,211019,VEGGIE ROLL,EACH
1154,Bakery In House,,26925,211020,VIENNA & VEG SLICE,EACH
1154,Bakery In House,1022,26929,211022,TRIFFLE 350G,EACH
1154,Bakery In House,1025,26933,211025,VANILLA CAKE SLICE,EACH
1154,Bakery In House,,26936,211027,APPLE CRUMBLE,EACH
1154,Bakery In House,,26941,211028,SEED LOAF,EACH
1154,Bakery In House,1030,26944,211030,CARROT CAKE SLICE,EACH
1154,Bakery In House,1032,26948,211032,TRIFFLE LARG,EACH
1154,Bakery In House,1033,26950,211033,CHEESE CAKE CUP,EACH
1154,Bakery In House,,26952,211035,CHAKALAKA 6'S,EACH
1154,Bakery In House,1086,26958,211086,JELLY & CUSTARD CUPS,EACH
1154,Bakery In House,,26962,211034,BAR ONE CAKE,EACH
1154,Bakery In House,1036,26973,211036,CHEESE CAKE TART,EACH
1154,Bakery In House,,26978,211037,GARLIC PANINI,EACH
1154,Bakery In House,1038,27011,211038,R/VELVET  CAKE,EACH
1154,Bakery In House,,27012,211044,MELTING MOMENTS,KG
1154,Bakery In House,,27129,211048,APPLE CRUMBLE SMALL,EACH
1154,Bakery In House,1050,27130,211050,FRIUT MADEIRA SLICE,EACH
1154,Bakery In House,,27131,211052,CHOC SPONGE SHEETS,EACH
1154,Bakery In House,1055,27144,211055,VANILLA SPONGE SHEETS,EACH
1154,Bakery In House,,27169,211054,APPLE TARTLETS,EACH
1154,Bakery In House,1085,27170,211085,CARAMEL& BANANA ECLAIRS,EACH
1154,Bakery In House,,27175,211051,LEMON MARINGUE,EACH
1154,Bakery In House,,27180,211056,LEMON MARINGUE TARTLETS,EACH
1154,Bakery In House,,27184,211059,L /MARINGUE CUP,EACH
1154,Bakery In House,1060,27192,211060,CHOCOLATE CAKES,EACH
1154,Bakery In House,,27198,211053,MINI CHOC ECLAIRS,EACH
1154,Bakery In House,1063,27201,211063,MOIST CHOC MINI CAKE,EACH
1154,Bakery In House,,27202,211065,MOIST CHOC LOAF,EACH
1154,Bakery In House,,27203,211066,LAMINGTONS 6'S,EACH
1154,Bakery In House,,27204,211067,RAINBOW CAKE,EACH
1154,Bakery In House,1069,27205,211069,DEVONSHIRE CAKE,EACH
1154,Bakery In House,1070,27206,211070,CHOC  GUNUSH TART,EACH
1154,Bakery In House,1072,27207,211072,STRAWBERRY TARTS,EACH
1154,Bakery In House,1075,27208,211075,CARAMEL  TART,EACH
1154,Bakery In House,1076,27211,211076,PEPPERMINT TARTS,EACH
1154,Bakery In House,1073,27219,211073,SQURE VANILLA CAKE,EACH
1154,Bakery In House,1074,27223,211074, VANILLA / CAKE LOG,EACH
1154,Bakery In House,1077,27225,211077,CHOC / CAKE LOG,EACH
1154,Bakery In House,1084,27226,211084,VELV / CAKE LOG,EACH
1154,Bakery In House,1078,27228,211078,MOUSSE CAKE TART,EACH
1154,Bakery In House,1079,27237,211079,PEACANUT TART,EACH
1154,Bakery In House,1080,27241,211080,SMALL PEACANUT TART,EACH
1154,Bakery In House,1082,27251,211082,BAKED CHEESE CAKE,EACH
1154,Bakery In House,1083,27255,211083,TEGRAL CAKE,EACH
5,ANCHOR YEAST(BULK BAKERY),101,27261,,BCY ANCHOR,5KG
5,ANCHOR YEAST(BULK BAKERY),B161,27262,,RED CAKE & LAMINGTON,10KG
5,ANCHOR YEAST(BULK BAKERY),B222,27263,,TURMERIC BREAD,P/KG
5,ANCHOR YEAST(BULK BAKERY),B134,27264,,MEXICAN MIX,10KG
5,ANCHOR YEAST(BULK BAKERY),B185,27265,,FRENCH ONION BREAD,5KG
64,SOUTHBAKELS (PTY) LTD,68,27267,,ASS MUFFIN BATTER,P/KG
1154,Bakery In House,1061,27293,211061,POT BREAD,EACH
1154,Bakery In House,1062,27294,211062,OVAL BREAD,EACH
1154,Bakery In House,1071,27295,211071,GATSBY BREAD,EACH
1154,Bakery In House,1081,27296,211081,DESSERT CREAM BUN 6'S,EACH
1154,Bakery In House,1093,27297,211093,GARLIC ROLLS 6'S,EACH
1154,Bakery In House,1092,27298,211092,SAVOURY PANINI,EACH
1154,Bakery In House,1094,27299,211094,TEA BUN,EACH
1154,Bakery In House,1095,27300,211095,VANILLA  IMITATION CREAM CAKE,EACH
1154,Bakery In House,1096,27301,2002350000004,BANANA LOAF,EACH
1154,Bakery In House,1097,27305,211097,SPINACH & FETTA BREAD,EACH
1154,Bakery In House,1098,27306,211098,MADEIRA LOAF,EACH
1154,Bakery In House,1099,27307,211099,CUSTARD DELIGHT,EACH
1154,Bakery In House,1100,27308,211100,APPLE DELIGHT,EACH
1154,Bakery In House,1101,27309,211101,VETKOEK,EACH
1154,Bakery In House,1102,27310,211102,RYE BREAD 50/50,EACH
1154,Bakery In House,1113,27311,2001500000000,HOTCROSS BUNS,EACH
1154,Bakery In House,1104,27312,211104,BUTTER BREAD,EACH
1154,Bakery In House,1105,27313,211105,CIABATTER BREAD,EACH
1154,Bakery In House,1106,27316,211106,WAFFLES,EACH
1154,Bakery In House,1107,27318,211107,KITKA BREAD,EACH
1154,Bakery In House,1108,27320,211108,RAISIN LOAF,EACH
1154,Bakery In House,1109,27322,211109,MOSBOLLETJIES,EACH
1154,Bakery In House,1110,27323,211110,SCHOOL BUN,EACH
1154,Bakery In House,1112,27327,211112,FRENCH LOAF LONG,EACH
1154,Bakery In House,1119,27328,211119,VEG FOCACCIA,EACH
1154,Bakery In House,1118,27329,211118, FOCACCIA WITH VIENNAS,EACH
1154,Bakery In House,1120,27330,211120, FOCACCIA SLICE,EACH
1154,Bakery In House,1122,27331,211122,FAMILY CAKE,EACH
1154,Bakery In House,1124,27335,211124,CUSTARD  BUNS 6'S,EACH
141,AUSTRIAN PREMIX BAKING CO,CURRY,27460,,CURRY BREAD,P/KG
141,AUSTRIAN PREMIX BAKING CO,HEALTH,27461,,HEALTHY BREAD MIX,P/KG
141,AUSTRIAN PREMIX BAKING CO,OUMA,27462,,OUMA BREAD PREMIX,P/KG
141,AUSTRIAN PREMIX BAKING CO,CIABA,27463,,CIABATTA MIX BEETROOT,P/KG
141,AUSTRIAN PREMIX BAKING CO,,27464,,MUNICH RYE MIX,P/KG
141,AUSTRIAN PREMIX BAKING CO,SWEET,27465,,SWEET POTATO MIX,P/KG
141,AUSTRIAN PREMIX BAKING CO,LIN,27466,,LIN SEED 5KG,P/KG
141,AUSTRIAN PREMIX BAKING CO,POPPY,27467,,POPPY SEED 5KG,P/KG
141,AUSTRIAN PREMIX BAKING CO,PUMPK,27468,,PUMPKIN SEED 5KG,P/KG
141,AUSTRIAN PREMIX BAKING CO,SESAME,27469,,SESAME SEED 5KG,P/KG
141,AUSTRIAN PREMIX BAKING CO,SUN,27470,,SUNFLOWER SEED 5KG,P/KG
16,CHIPKINS PURATOS (BIDVEST SOL),40334,27480,,TEGRAL SATIN DARK MOIST,P/KG
16,CHIPKINS PURATOS (BIDVEST SOL),140406,27482,,PIPING BAG,EA
16,CHIPKINS PURATOS (BIDVEST SOL),150619,27483,,TEGRAL SLEEVES,EA
16,CHIPKINS PURATOS (BIDVEST SOL),19925,27484,,WC 6% PREMIX,P/KG
16,CHIPKINS PURATOS (BIDVEST SOL),50141,27485,,AMBIANTE TOPPING INT,1LT
16,CHIPKINS PURATOS (BIDVEST SOL),40332,27486,,TEGRAL SATIN CREAM CAKE,P/KG
16,CHIPKINS PURATOS (BIDVEST SOL),81429,27487,,FAT PASTREX CROISSANT,P/KG
16,CHIPKINS PURATOS (BIDVEST SOL),150786,27488,,CAKE DOME & BASE,EA
16,CHIPKINS PURATOS (BIDVEST SOL),140901,27489,,SCRAFER DOUGH METAL,EA
16,CHIPKINS PURATOS (BIDVEST SOL),60505,27490,,NUTS R CASTED SPRINKLE,P/KG
16,CHIPKINS PURATOS (BIDVEST SOL),90205,27491,,SESAME SEED,P/KG
16,CHIPKINS PURATOS (BIDVEST SOL),100125,27492,,SUGAR WHITE HULETS,P/KG
16,CHIPKINS PURATOS (BIDVEST SOL),40125,27493,,SWEET & SOFT 20% PREMIX,P/KG
16,CHIPKINS PURATOS (BIDVEST SOL),1009329,27494,,SYRUP BAKERY CHIPKINS,P/KG
